Url,Elapsed time (ms),Method
Opening period independent data grids,,
Home → System Health Monitor,2516.61,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Home/SystemHealthMonitor,384.76,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/EndOfDayJobActivityLog/List_Read,136.87,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionType/GetTransactionTypes,154.76,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Home/ApiActivityWidgetData,129.94,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Home/WeeklyApiCallsDistributionWidgetData,1494.84,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Home/SequentialQueueMonitorList_Read,121.08,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Home/SequentialQueueMonitorList_Read,130.17,POST
Home → Expiration Monitor,3548.30,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Home/ExpirationMonitor,357.71,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Product/GetProducts?hideFiProduct=False&text=,134.97,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Home/ExpirationMonitorList_Read,789.95,POST
Membership Management → Programs,1269.67,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/List,350.49,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,134.17,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Product/GetProducts?hideFiProduct=False&text=,131.26,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/List_Read,478.74,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/List_Read,134.47,POST
Membership Management → Programs → New Program,1123.36,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/Create,380.17,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/GetMemberList?text=,127.53,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/GetProductList?text=,134.41,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Country/GetList?onlyActive=True,126.77,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Catalog/CultureListDataSourceResult,116.87,POST
Membership Management → Program Data,1263.83,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/Edit/4,646.29,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountType/GetNonProductAccountTypes?programId=4&forAccount=True&accountCategory=Program&onlyEwalletAccountCategory=False&text=,146.54,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Country/GetList?onlyActive=True,147.04,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Catalog/CultureListDataSourceResult,132.9,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/GetPortals?text=,145.23,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Account/GetAccountsByAccountOwnerId?accountOwnerId=4&text=,137.76,GET
Membership Management → Program Data  Accounts → (link),1468.83,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Account/List?ownerId=4,453.87,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Account/GetStatusList?text=,139.59,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,152.98,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Product/GetProducts?hideFiProduct=False&text=,150.5,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Currency/GetCurrencyList?text=,145.27,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Account/List_Read?AccountOwnerId=4,132,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Account/List_Read?AccountOwnerId=4,119.03,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/GetPrograms?text=&MemberId=&WalletProductId=,128.32,GET
Membership Management → Program → Countries,884.58,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ProgramCountry/List/4,339.68,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ProgramCountry/Countries_Read?ProgramId=4,134.57,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ProgramCountry/Countries_Read?ProgramId=4,120.42,POST
Membership Management → Program → Countries → select any country and click its name link,1762.84,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ProgramCountry/List/4,470.98,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ProgramCountry/Countries_Read?ProgramId=4,960.23,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ProgramCountry/Countries_Read?ProgramId=4,875.14,POST
Membership Management → Program → Currencies,919.14,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ProgramCurrency/List/4,348.95,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ProgramCurrency/List_Read?ProgramId=4&ProgramName=ACME%20Corporation%20Program,173.82,POST
