Url,Elapsed time (ms),Method
Downloading a report with 10k rows,,
Account Management → Account → Account Statement (20 !!!),1848.79,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountStatement/List/8,552.7,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountStatement/List_Read?AccountId=8,129.16,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountStatement/List_Read?AccountId=8,119.03,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountStatement/List_Read?AccountId=8,161.14,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountStatement/List_Read?AccountId=8,110.92,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountStatement/Download?accountId=8,465.28,POST
Account Management → Billing Events (10037),1726.89,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/BillingEvent/List,312.79,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,124.72,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/BillingEvent/List_Read,127.66,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/BillingEvent/List_Read,114.1,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/BillingEvent/ExportToExcel,2496.09,POST
Account Management → Charged Fees (392 !!!),1991.75,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/FeeCharge/List,335.81,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionType/GetTransactionTypes?applicableTarget=1,153.35,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/PaymentOption/GetPaymentOptionNames,133.32,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Fee/GetFees,134.21,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/RecurringFee/GetNameList,122.47,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/FeeCharge/List_Read,140.17,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/FeeCharge/List_Read,111.93,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/FeeCharge/ExportToExcel,290.07,POST
Account Management → Charged Initiator Fees (10 !!!),1740.96,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/InitiatorFeeCharge/List,361.53,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionType/GetTransactionTypes,146.23,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/InitiatorFeeCharge/List_Read,130.46,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/InitiatorFeeCharge/List_Read,113.13,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/InitiatorFeeCharge/ExportToExcel,182.48,POST
Transaction Management → External Transactions (10054),1812.77,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionAcquiring/List,325.59,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionType/GetTransactionTypes?applicableTarget=8,122.8,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/PaymentOption/GetPaymentOptionNames,118.87,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionAcquiring/List_Read,139.35,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionAcquiring/List_Read,114.12,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionAcquiring/ExportToExcel,4010.96,POST
Transaction Management → Internal Transactions (10054),1816.19,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionIssuing/List,352.12,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionType/GetTransactionTypes?applicableTarget=16,135.48,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/RiskType/GetRiskTypeList?text=,117.1,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionIssuing/List_Read,128.88,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionIssuing/List_Read,116.16,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionIssuing/ExportToExcel,4057.74,POST
Transaction Management → Scheduled Transactions (10008),1942.95,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ScheduledTransaction/List,338.56,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Currency/GetCurrencyList?text=,155.42,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ScheduledTransaction/List_Read,187.81,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ScheduledTransaction/List_Read,131.57,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ScheduledTransaction/ExportToExcel,5124.83,POST
Reports → Account Application Status (10006),1803.00,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/AccountApplicationStatus,327.95,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountApplication/GetStatusList?text=,120.25,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,118.75,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/AccountApplicationStatus_Read,168.21,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/AccountApplicationStatus_Read,144.69,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/AccountApplicationStatusDownload,3341.22,POST
Reports → Account Balance (12147),13872.63,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/AccountBalance,498.96,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,202.65,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Product/GetProducts?hideFiProduct=False&text=,297.58,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Account/GetStatusList?text=,174.16,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Currency/GetCurrencyList?text=,272.9,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/GetPrograms?text=&MemberId=&WalletProductId=,207.76,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/AccountBalance_Read,12017.45,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/AccountBalance_Read,11335.12,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/AccountBalanceDownload,8388.84,POST
Reports → E-Wallet Account Type (208065),2075.07,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletAccountType,488.79,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,576.76,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Product/GetProducts?hideFiProduct=False&text=,553.19,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Program/GetPrograms?text=&MemberId=&WalletProductId=,274.74,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletAccountType_Read,256.89,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletAccountType_Read,202.71,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletAccountTypeDownload,65491.59,POST
Reports → E-Wallet Activation,1753.91,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletActivation,336.9,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Account/GetStatusList?text=,130.13,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,126.77,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletActivation_Read,146.49,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletActivation_Read,133.66,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletActivationDownload,69291.7,POST
Reports → E-Wallet User State,1696.20,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletUserState,310.82,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,123.48,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletUserStateList_Read,140.63,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletUserStateList_Read,141.5,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/EWalletUserStateDownload,68738.71,POST
Reports → External Authorization (11263),3405.89,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/ExternalAuthorization,403.47,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,119.16,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/PaymentOption/GetPaymentOptions?text=,119.6,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/ExternalAuthorization_Read,630.4,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/ExternalAuthorization_Read,1699.03,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/ExternalAuthorizationDownload,5548.42,POST
Reports → External Payout (10363),3779.55,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/ExternalPayout,852.39,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,136.92,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/PaymentOption/GetPaymentOptions?text=,123.21,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/ExternalPayoutList_Read,218.26,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/ExternalPayoutList_Read,1492.54,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/ExternalPayoutDownload,6929.2,POST
Reports → Fees (392 !!!),1723.37,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/Fee,352.17,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/FeeList_Read,132.73,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/FeeList_Read,110.67,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/FeeDownload,308.24,POST
Reports → GoAML Transactions (10009),1917.84,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/GoAmlTransactions,429.98,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/GoAmlTransactionsList_Read,178.71,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/GoAmlTransactionsList_Read,134.96,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Transaction/ExportToExcel,1964.63,POST
Reports → KPI Report (1 day),20346.01,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/Kpi,368.96,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/KpiList_Read,18806.83,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Report/KpiDownload,15509.16,POST
Reports → Loading (10986),1915.86,
