Url,Elapsed time (ms),Method
Opening period dependent data grids with 10k rows,,
Account Management → Compliance Check (5 !!!),1468.49,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ComplianceCheck/List,367.68,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,144.72,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ComplianceCheck/GetTrafficLightList?text=,104.11,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ComplianceCheck/GetHitTypeList?text=,110.15,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ComplianceCheck/List_Read,127.6,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/ComplianceCheck/List_Read,135.99,POST
Account Management → Billing Events (10037),1316.50,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/BillingEvent/List,359.83,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Member/GetMemberList?exceptUnusedMembers=False&text=,170.31,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/BillingEvent/List_Read,206.38,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/BillingEvent/List_Read,136.35,POST
Account Management → Charged Fees (392 !!!),1413.46,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/FeeCharge/List,351.52,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionType/GetTransactionTypes?applicableTarget=1,159.95,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/PaymentOption/GetPaymentOptionNames,118.45,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Fee/GetFees,163.89,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/RecurringFee/GetNameList,161.58,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/FeeCharge/List_Read,286.28,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/FeeCharge/List_Read,108.29,POST
Account Management → Charged Initiator Fees (10 !!!),1229.96,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/InitiatorFeeCharge/List,339.66,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/TransactionType/GetTransactionTypes,191.75,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/InitiatorFeeCharge/List_Read,168.35,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/InitiatorFeeCharge/List_Read,106.46,POST
Account Management → Account Adjustments (856 !!!),1334.18,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountAdjustment/List,345.69,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountAdjustment/List_Read,259.98,POST
https://testing1.kontocloud.com:8443/kontocloud/backoffice/AccountAdjustment/List_Read,120.77,POST
Transaction Management → Transactions (10012),3009.31,
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Transaction/List,462.49,GET
https://testing1.kontocloud.com:8443/kontocloud/backoffice/Currency/GetCurrencyList?text=,176.75,GET
